id,name,now_cost,position,team,yellow_cards,own_goals,influence_rank_type,direct_freekicks_order,selected_rank,form_rank,threat,cost_change_start,value_season,saves,transfers_out_event,expected_goals_per_90,ict_index_rank_type,in_dreamteam,selected_rank_type,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,expected_goal_involvements,transfers_out,form_rank_type,status,expected_goals,total_points,chance_of_playing_next_round,ict_index,clean_sheets,web_name,chance_of_playing_this_round,goals_conceded,points_per_game_rank,starts,goals_conceded_per_90,penalties_saved,expected_goals_conceded,influence_rank,expected_assists_per_90,region,news,expected_assists,bonus,ep_this,ep_next,news_added,minutes,starts_per_90,selected_by_percent,now_cost_rank_type,cost_change_event,points_per_game_rank_type,expected_goals_conceded_per_90,saves_per_90,cost_change_event_fall,dreamteam_count,event_points,threat_rank_type,transfers_in,goals_scored,threat_rank,can_select,penalties_missed,form,clean_sheets_per_90,assists,influence,ict_index_rank,creativity,penalties_order,creativity_rank_type,creativity_rank,points_per_game,bps,red_cards,cost_change_start_fall,value_form,now_cost_rank,transfers_in_event
307,Jannik Vestergaard,40,DEF,Leicester,2,0,79,,154,360,11.0,0,1.5,0,3530,0.0,95,False,66,,0.01,0.06,244254,119,a,0.01,6,100.0,18.8,0,Vestergaard,100.0,15,456,7,2.1,0,12.71,206,0.01,58.0,,0.05,0,0.2,0.2,2024-10-24T16:30:05.805561Z,644,0.98,1.8,159,0,154,1.78,0.0,0,0,-1,113,229657,0,336,True,0,0.2,0.0,0,156.6,293,20.1,,108,332,0.8,48,0,0,0.0,599,1134
308,Danny Ward,40,GKP,Leicester,0,0,33,,142,361,0.0,0,0.2,3,2275,0.0,33,False,20,,0.0,0.00,129839,27,a,0.00,1,,2.3,0,Ward,,3,381,0,6.0,0,2.29,387,0.0,244.0,,0.00,0,0.2,0.2,,45,0.0,2.0,46,0,34,4.58,6.0,0,0,1,14,82766,0,429,True,0,0.2,0.0,0,22.8,429,0.0,,24,469,1.0,-1,0,0,0.0,601,2050
309,Harry Winks,45,MID,Leicester,3,0,77,,57,378,21.0,0,5.1,0,38632,0.02,99,False,16,2.0,0.14,1.34,1775494,177,d,0.16,23,50.0,40.0,0,Winks,50.0,19,232,10,1.98,0,16.72,191,0.12,241.0,Groin Injury - 50% chance of playing,1.18,0,0.1,0.1,2024-11-23T17:30:08.809600Z,865,1.04,7.2,228,0,104,1.74,0.0,0,0,0,164,1186085,0,299,True,0,0.2,0.0,2,168.0,179,209.7,,65,81,2.1,160,0,0,0.0,367,1052
501,Oliver Skipp,48,MID,Leicester,4,0,154,,538,291,13.0,-2,2.7,0,97,0.01,155,False,216,,0.05,0.33,5604,149,a,0.07,13,,16.0,1,Skipp,,15,353,6,2.13,0,19.02,326,0.04,241.0,,0.26,0,0.8,0.8,,634,0.85,0.0,200,0,170,2.7,0.0,0,0,1,178,3812,0,328,True,0,0.8,0.14,0,63.0,311,83.7,,130,206,1.3,67,0,2,0.2,301,49
570,Abdul Fatawu,52,MID,Leicester,0,0,86,,355,676,148.0,-3,5.0,0,493,0.06,98,False,121,,0.28,1.83,98569,306,i,0.41,26,0.0,40.1,0,A.Fatawu,0.0,14,196,6,2.19,0,11.00,213,0.22,81.0,Knee injury - Expected back 01 Jun,1.42,3,0.0,0.0,2024-11-21T10:30:09.372550Z,576,0.94,0.2,105,0,85,1.72,0.0,0,0,0,67,68644,0,105,True,0,0.0,0.0,2,147.6,178,104.3,,114,175,2.4,125,0,3,0.0,172,24
606,Will Alves,45,MID,Leicester,0,0,272,,452,590,0.0,0,0.0,0,251,0.0,274,False,164,,0.0,0.00,11549,243,a,0.00,0,,0.0,0,Alves,,0,637,0,0.0,0,0.00,630,0.0,241.0,,0.00,0,0.0,0.0,,0,0.0,0.1,274,0,276,0.0,0.0,0,0,0,270,11497,0,612,True,0,0.0,0.0,0,0.0,632,0.0,,276,628,0.0,0,0,0,0.0,445,66
616,Ben Nelson,40,DEF,Leicester,0,0,190,,605,455,0.0,0,0.0,0,21,0.0,190,False,205,,0.0,0.00,3524,166,u,0.00,0,0.0,0.0,0,Nelson,0.0,0,532,0,0.0,0,0.00,527,0.0,,Loaned to Oxford United,0.00,0,0.0,0.0,2024-08-31T06:22:31.067773Z,0,0.0,0.0,191,0,188,0.0,0.0,0,0,0,172,2208,0,469,False,0,0.0,0.0,0,0.0,529,0.0,,186,506,0.0,0,0,0,0.0,650,0
635,Bilal El Khannouss,48,MID,Leicester,0,0,115,,325,57,33.0,-2,5.8,0,3277,0.04,121,False,104,4.0,0.21,1.22,12939,27,a,0.24,28,,29.2,1,El Khannouss,,14,176,6,2.48,0,14.74,262,0.17,145.0,,0.98,3,4.0,4.0,,509,1.06,0.3,210,0,72,2.61,0.0,0,1,2,148,38724,1,269,True,0,4.0,0.18,1,109.4,236,150.9,,92,130,2.5,107,0,2,0.8,321,2231
694,Henry Cartwright,45,MID,Leicester,0,0,271,,698,589,0.0,0,0.0,0,7,0.0,273,False,316,,0.0,0.00,7,242,a,0.00,0,,0.0,0,Cartwright,,0,636,0,0.0,0,0.00,629,0.0,241.0,,0.00,0,1.2,1.2,,0,0.0,0.0,273,0,275,0.0,0.0,0,0,0,269,40,0,611,True,0,0.0,0.0,0,0.0,631,0.0,,275,627,0.0,0,0,0,0.0,444,40
310,Alisson Ramses Becker,54,GKP,Liverpool,0,0,24,,70,391,0.0,-1,6.7,16,8703,0.0,24,False,12,,0.0,0.00,1289006,29,a,0.00,36,100.0,13.9,4,A.Becker,100.0,4,16,7,0.58,0,4.96,224,0.0,30.0,,0.00,5,1.2,0.7,2024-10-05T14:00:07.200306Z,618,1.02,5.6,2,0,2,0.72,2.33,0,1,1,70,657767,0,685,True,0,0.2,0.58,0,139.8,323,0.0,,71,688,5.1,140,0,1,0.0,126,28298
311,Trent Alexander-Arnold,70,DEF,Liverpool,3,0,35,1.0,17,68,62.0,0,8.9,0,59083,0.04,10,False,6,1.0,0.34,3.92,2925727,19,a,0.45,62,100.0,70.1,6,Alexander-Arnold,100.0,9,35,13,0.78,0,9.60,96,0.3,241.0,,3.47,8,4.8,4.3,2024-11-10T01:30:08.685145Z,1039,1.13,21.8,1,0,4,0.83,0.0,0,1,1,60,2046412,0,219,True,0,3.8,0.52,3,261.6,68,378.1,,3,21,4.4,259,0,0,0.5,26,28477
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0,274,,543,592,0.0,0,0.0,0,52,0.0,276,False,218,,0.0,0.00,16949,245,u,0.00,0,0.0,0.0,0,Bajcetic,0.0,0,639,0,0.0,0,0.00,632,0.0,,Loaned to RB Salzburg,0.00,0,0.0,0.0,2024-08-31T06:19:45.092198Z,0,0.0,0.0,276,0,278,0.0,0.0,0,0,0,272,2712,0,614,False,0,0.0,0.0,0,0.0,634,0.0,,278,630,0.0,0,0,0,0.0,447,0
313,Conor Bradley,47,DEF,Liverpool,1,0,133,,329,622,76.0,-3,2.3,0,1311,0.16,109,False,123,,0.23,0.60,88760,226,i,0.41,11,0.0,12.4,1,Bradley,0.0,3,301,1,1.17,0,3.38,371,0.07,242.0,Hamstring injury - Unknown return date,0.19,0,0.0,0.0,2024-11-28T10:30:07.495614Z,231,0.39,0.3,46,0,95,1.32,0.0,0,0,0,43,46762,0,190,True,0,0.0,0.39,0,34.0,331,14.7,,114,350,1.6,40,0,3,0.0,338,46
315,Bobby Clark,45,MID,Liverpool,0,0,256,,621,570,0.0,0,0.0,0,16,0.0,258,False,268,,0.0,0.00,5105,225,u,0.00,0,0.0,0.0,0,Clark,0.0,0,620,0,0.0,0,0.00,613,0.0,,Transferred to RB Salzburg,0.00,0,0.0,0.0,2024-08-22T11:22:35.466323Z,0,0.0,0.0,251,0,260,0.0,0.0,0,0,0,254,444,0,595,False,0,0.0,0.0,0,0.0,615,0.0,,260,611,0.0,0,0,0,0.0,420,0
316,Darwin Núñez Ribeiro,71,FWD,Liverpool,4,0,23,,136,196,190.0,-4,4.2,0,7743,0.31,24,False,23,,0.35,2.44,611988,26,a,2.18,30,,41.6,2,Darwin,,11,183,6,1.55,0,9.57,219,0.04,230.0,,0.26,1,2.8,2.3,,639,0.85,2.1,11,0,27,1.35,0.0,0,0,3,27,236827,2,77,True,0,1.8,0.28,2,145.2,169,84.0,3.0,26,203,2.5,133,0,4,0.3,25,1737
317,Diogo Teixeira da Silva,72,MID,Liverpool,1,0,87,,109,176,187.0,-3,6.0,0,2427,0.55,97,False,32,,0.65,3.64,2417640,88,a,3.10,43,100.0,41.0,4,Diogo J.,75.0,1,14,7,0.18,0,3.20,214,0.1,173.0,,0.54,3,2.2,2.5,2024-10-20T21:30:07.041173Z,503,1.25,2.9,13,0,7,0.57,0.0,0,0,8,48,1057669,3,79,True,0,2.0,0.72,3,146.8,176,77.5,,135,215,5.4,113,0,3,0.3,20,33402
318,Ben Doak,45,MID,Liverpool,0,0,259,,609,573,0.0,0,0.0,0,18,0.0,261,False,261,,0.0,0.00,5433,228,u,0.00,0,0.0,0.0,0,Doak,0.0,0,623,0,0.0,0,0.00,616,0.0,,Loaned to Middlesbrough,0.00,0,0.0,0.0,2024-08-31T06:17:31.171503Z,0,0.0,0.0,254,0,263,0.0,0.0,0,0,0,257,1136,0,598,False,0,0.0,0.0,0,0.0,618,0.0,,263,614,0.0,0,0,0,0.0,423,0
319,Harvey Elliott,52,MID,Liverpool,0,0,203,,347,325,6.0,-3,0.6,0,324,0.19,194,False,116,,0.62,0.13,108795,162,a,0.04,3,100.0,4.8,0,Elliott,100.0,0,439,0,0.0,0,0.11,426,0.43,241.0,,0.09,0,1.5,1.0,2024-09-08T23:00:06.842081Z,19,0.0,0.2,100,0,210,0.52,0.0,0,0,1,198,12902,0,370,True,0,0.5,0.0,0,9.8,400,32.1,,175,299,1.0,12,0,3,0.1,167,311
320,Endo Wataru,47,MID,Liverpool,0,0,194,,414,384,2.0,-3,1.3,0,431,0.0,204,False,146,,0.04,0.01,28358,181,a,0.00,6,,2.6,0,Endo,,0,421,0,0.0,0,0.22,415,0.04,108.0,,0.01,0,1.2,0.7,,20,0.0,0.1,215,0,197,0.99,0.0,0,0,0,211,16679,0,398,True,0,0.2,0.0,0,12.2,421,11.6,,203,362,1.0,20,0,3,0.0,329,201
321,Cody Gakpo,71,FWD,Liverpool,3,0,20,,106,25,254.0,-4,6.1,0,9477,0.37,20,False,18,,0.47,3.60,454190,4,a,2.83,43,,62.3,2,Gakpo,,8,142,7,1.06,0,8.08,168,0.1,152.0,,0.78,9,6.2,5.7,,682,0.92,3.1,9,0,22,1.07,0.0,0,0,9,20,327704,3,53,True,0,5.2,0.26,1,192.2,92,176.1,,7,103,2.9,192,0,4,0.7,23,38038
322,Joe Gomez,49,DEF,Liverpool,0,0,104,,137,167,54.0,-1,2.2,0,8633,0.1,104,False,58,,0.11,0.36,85114,48,a,0.33,11,,14.4,1,Gomez,,4,276,3,1.2,0,3.73,294,0.01,241.0,,0.03,0,3.0,2.5,,301,0.9,2.1,28,0,86,1.12,0.0,0,0,1,68,236478,0,230,True,0,2.0,0.3,0,82.4,321,6.2,,131,392,1.8,56,0,1,0.4,250,10561
323,Ryan Gravenberch,50,MID,Liverpool,4,0,51,,216,122,49.0,0,7.4,0,5632,0.04,88,False,64,,0.14,2.11,137269,61,a,0.62,37,,44.2,7,Gravenberch,,12,178,15,0.81,0,13.93,145,0.1,152.0,,1.49,1,3.5,3.0,,1326,1.02,0.9,139,0,74,0.95,0.0,0,0,2,134,186109,0,244,True,0,2.5,0.48,1,220.0,153,173.0,,77,106,2.5,246,0,0,0.5,218,2157
324,Curtis Jones,53,MID,Liverpool,1,0,71,,242,110,193.0,-2,7.4,0,8289,0.28,84,False,77,,0.31,2.18,75828,55,a,1.96,39,100.0,47.6,2,Jones,100.0,9,100,7,1.28,0,8.86,183,0.03,241.0,,0.22,3,3.8,3.3,2024-08-27T11:00:05.666567Z,633,1.0,0.6,87,0,42,1.26,0.0,0,1,1,45,122062,2,75,True,0,2.8,0.28,2,178.6,142,103.9,,115,176,3.2,180,0,2,0.5,148,1640
325,Caoimhin Kelleher,45,GKP,Liverpool,0,0,19,,91,53,0.0,0,8.2,24,101857,0.0,21,False,15,,0.0,0.00,355529,4,a,0.00,37,,19.7,3,Kelleher,,9,29,8,1.12,1,9.68,161,0.0,104.0,,0.00,1,5.0,4.5,,720,1.0,3.8,16,-1,3,1.21,3.0,1,1,0,57,695875,0,561,True,0,4.0,0.38,0,196.8,286,0.0,,63,580,4.6,127,0,0,0.9,371,5441
326,Ibrahima Konaté,51,DEF,Liverpool,4,0,52,,86,675,65.0,1,9.0,0,46109,0.08,61,False,31,,0.09,1.03,1987187,229,i,0.88,46,0.0,34.2,5,Konaté,0.0,8,60,11,0.74,0,9.92,134,0.01,73.0,Knee injury - Unknown return date,0.15,1,0.0,0.0,2024-11-28T10:30:07.514061Z,974,1.02,4.2,22,-1,11,0.92,0.0,1,0,0,56,2092795,1,211,True,0,0.0,0.46,1,228.8,208,46.9,,78,275,3.8,200,0,-1,0.0,180,343
327,Luis Díaz,74,MID,Liverpool,1,0,28,,24,156,319.0,-1,9.9,0,120022,0.39,27,False,7,,0.54,5.26,3812911,79,a,3.78,73,,85.0,7,Luis Díaz,,6,24,10,0.62,0,8.42,83,0.15,48.0,,1.48,8,3.2,2.7,,877,1.03,15.1,12,0,12,0.86,0.0,0,3,1,21,4324315,5,36,True,0,2.2,0.72,3,281.8,37,249.3,,47,60,4.9,225,0,1,0.3,18,8912
328,Mohamed Salah,134,MID,Liverpool,1,0,1,,2,1,807.0,9,11.6,0,17685,0.72,1,True,2,,0.94,13.77,2039982,1,a,10.48,156,,188.1,7,M.Salah,,13,1,15,0.89,0,14.58,1,0.22,63.0,,3.29,28,13.2,12.7,,1317,1.03,63.5,1,0,1,1.0,0.0,0,6,5,1,5147020,13,2,True,0,12.2,0.48,9,700.6,1,374.5,2.0,19,23,10.4,497,0,-9,0.9,2,78882
329,Alexis Mac Allister,62,MID,Liverpool,5,0,85,,187,258,126.0,-3,4.0,0,2054,0.05,74,False,53,4.0,0.2,2.22,259617,133,a,0.57,25,100.0,50.9,6,Mac Allister,0.0,7,283,12,0.64,0,10.17,211,0.15,10.0,,1.65,0,0.0,1.7,2024-12-05T00:30:08.282606Z,984,1.1,1.3,42,0,131,0.93,0.0,0,0,0,84,98041,0,128,True,0,1.2,0.55,0,149.0,127,233.2,,50,63,1.8,158,0,3,0.2,67,2017
330,James McConnell,44,MID,Liverpool,0,0,228,,497,523,0.0,-1,0.0,0,255,0.0,230,False,188,,0.0,0.00,7193,194,a,0.00,0,100.0,0.0,0,McConnell,100.0,0,577,0,0.0,0,0.00,570,0.0,241.0,,0.00,0,1.0,0.5,2024-09-10T11:24:32.362482Z,0,0.0,0.1,305,0,232,0.0,0.0,0,0,0,223,7768,0,542,True,0,0.0,0.0,0,0.0,572,0.0,,232,565,0.0,0,0,1,0.0,519,114
331,Tyler Morton,44,MID,Liverpool,0,0,227,,409,520,0.0,-1,0.0,0,739,0.0,229,False,142,,0.0,0.00,22237,192,a,0.00,0,100.0,0.0,0,Morton,100.0,0,575,0,0.0,0,0.00,568,0.0,241.0,,0.00,0,1.0,0.5,2024-09-10T11:27:39.864039Z,0,0.0,0.1,303,0,231,0.0,0.0,0,0,0,222,27978,0,540,True,0,0.0,0.0,0,0.0,570,0.0,,231,563,0.0,0,0,1,0.0,514,188
332,Nathaniel Phillips,40,DEF,Liverpool,0,0,177,,473,425,0.0,0,0.0,0,74,0.0,177,False,172,,0.0,0.00,16537,151,u,0.00,0,0.0,0.0,0,N.Phillips,0.0,0,504,0,0.0,0,0.00,500,0.0,,Loaned to Derby County,0.00,0,0.0,0.0,2024-08-31T06:18:33.693343Z,0,0.0,0.1,170,0,174,0.0,0.0,0,0,0,157,4026,0,439,False,0,0.0,0.0,0,0.0,502,0.0,,173,478,0.0,0,0,0,0.0,614,0
333,Jarell Quansah,39,DEF,Liverpool,1,0,122,,153,324,2.0,-6,0.8,0,6338,0.0,133,False,65,,0.06,0.12,591260,100,a,0.00,3,100.0,5.3,0,Quansah,100.0,4,455,2,2.09,0,3.34,349,0.06,241.0,,0.12,0,1.5,1.0,2024-08-23T09:30:06.099816Z,172,1.05,1.8,226,0,153,1.75,0.0,0,0,1,133,185910,0,385,True,0,0.5,0.0,0,46.8,392,3.9,,140,403,0.8,11,0,6,0.1,690,15590
334,Rhys Williams,40,DEF,Liverpool,0,0,180,,504,430,0.0,0,0.0,0,55,0.0,180,False,182,,0.0,0.00,13592,154,u,0.00,0,0.0,0.0,0,R.Williams,0.0,0,508,0,0.0,0,0.00,505,0.0,,Loaned to Morecambe,0.00,0,0.0,0.0,2024-08-22T11:18:16.485954Z,0,0.0,0.1,174,0,176,0.0,0.0,0,0,0,160,828,0,444,False,0,0.0,0.0,0,0.0,507,0.0,,176,483,0.0,0,0,0,0.0,620,0
335,Andrew Robertson,59,DEF,Liverpool,1,0,74,,71,255,88.0,-1,7.5,0,67718,0.04,23,False,25,2.0,0.19,2.17,895163,74,a,0.43,44,,55.8,6,Robertson,,12,116,13,1.04,0,11.68,196,0.15,243.0,,1.74,2,2.2,1.7,,1041,1.12,5.3,7,0,32,1.01,0.0,0,0,-3,36,915709,0,175,True,0,1.2,0.52,0,162.0,107,309.6,,7,39,3.1,200,1,1,0.2,81,3122
336,Dominik Szoboszlai,63,MID,Liverpool,3,0,69,2.0,167,64,193.0,-2,6.8,0,5766,0.17,40,False,47,5.0,0.36,4.09,349453,32,a,1.90,43,,72.3,5,Szoboszlai,,9,141,11,0.79,0,10.66,181,0.19,98.0,,2.19,4,5.0,4.5,,1025,0.97,1.5,34,0,59,0.94,0.0,0,0,2,46,248352,1,76,True,0,4.0,0.44,2,179.2,63,348.8,,27,32,2.9,222,0,2,0.6,56,2122
337,Konstantinos Tsimikas,46,DEF,Liverpool,0,0,116,,391,617,19.0,-4,2.8,0,559,0.03,106,False,142,3.0,0.26,0.67,56321,224,a,0.08,13,100.0,13.5,1,Tsimikas,25.0,1,216,2,0.39,0,2.00,332,0.23,83.0,,0.59,1,0.2,0.5,2024-11-25T09:30:07.571904Z,228,0.79,0.2,48,0,67,0.79,0.0,0,0,0,100,23005,0,312,True,0,0.0,0.39,0,61.0,325,53.2,,70,262,2.2,68,0,4,0.0,345,197
339,Virgil van Dijk,65,DEF,Liverpool,1,0,13,3.0,11,154,135.0,5,10.0,0,80628,0.06,24,True,3,,0.08,1.22,949503,40,a,0.90,65,,55.1,7,Virgil,,13,38,15,0.87,0,14.78,43,0.02,152.0,,0.32,3,3.2,2.7,,1350,1.0,25.1,2,1,6,0.99,0.0,-1,0,1,12,2055070,1,122,True,0,2.2,0.47,1,343.8,109,73.1,,58,223,4.3,274,0,-5,0.3,45,30778
636,Federico Chiesa,68,MID,Liverpool,0,0,225,,412,698,15.0,-2,0.1,0,209,0.8,213,False,144,,1.2,0.24,45373,319,a,0.16,1,100.0,1.6,0,Chiesa,75.0,0,448,0,0.0,0,0.55,475,0.4,106.0,,0.08,0,0.8,0.5,2024-10-02T00:30:05.860798Z,18,0.0,0.1,17,0,219,2.75,0.0,0,0,0,176,44660,0,322,True,0,0.0,0.0,0,0.2,444,0.9,,219,426,1.0,-1,0,2,0.0,33,223
660,Vítezslav Jaros,40,GKP,Liverpool,0,0,36,,364,436,0.0,0,0.2,1,456,0.0,36,False,52,,0.0,0.00,17433,49,a,0.00,1,,0.9,0,Jaros,,0,385,0,0.0,0,0.14,433,0.0,57.0,,0.00,0,1.0,0.5,,11,0.0,0.2,55,0,35,1.15,8.18,0,0,0,23,34686,0,449,True,0,0.0,0.0,0,8.8,455,0.0,,33,488,1.0,6,0,0,0.0,628,82
669,Harvey Davies,40,GKP,Liverpool,0,0,62,,635,447,0.0,0,0.0,0,59,0.0,62,False,70,,0.0,0.00,563,56,a,0.00,0,,0.0,0,Davies,,0,524,0,0.0,0,0.00,520,0.0,241.0,,0.00,0,1.0,0.5,,0,0.0,0.0,62,0,62,0.0,0.0,0,0,0,30,1009,0,460,True,0,0.0,0.0,0,0.0,522,0.0,,40,499,0.0,0,0,0,0.0,640,52
688,Treymaurice Nyoni,45,MID,Liverpool,0,0,286,,686,610,0.0,0,0.0,0,29,0.0,288,False,309,,0.0,0.00,90,258,a,0.00,0,,0.0,0,Nyoni,,0,656,0,0.0,0,0.00,650,0.0,241.0,,0.00,0,1.0,0.5,,0,0.0,0.0,291,0,290,0.0,0.0,0,0,0,285,232,0,633,True,0,0.0,0.0,0,0.0,652,0.0,,290,648,0.0,0,0,0,0.0,468,43
692,Amara Nallo,40,DEF,Liverpool,0,0,212,,675,481,0.0,0,0.0,0,38,0.0,212,False,229,,0.0,0.00,106,191,a,0.00,0,,0.0,0,Nallo,,0,556,0,0.0,0,0.00,550,0.0,241.0,,0.00,0,1.0,0.5,,0,0.0,0.0,219,0,211,0.0,0.0,0,0,0,199,240,0,497,True,0,0.0,0.0,0,0.0,552,0.0,,210,531,0.0,0,0,0,0.0,679,53
340,Manuel Akanji,53,DEF,Man City,3,0,70,,114,679,43.0,-2,4.3,0,16300,0.03,52,False,46,,0.11,1.24,601056,232,d,0.35,23,25.0,40.0,2,Akanji,25.0,15,270,12,1.34,0,15.86,177,0.08,207.0,Pelvic - 25% chance of playing,0.89,0,0.2,0.2,2024-12-05T00:30:08.316605Z,1006,1.07,2.7,17,0,83,1.42,0.0,0,0,0,76,359048,0,254,True,0,0.0,0.18,0,183.8,180,172.1,,22,108,1.9,141,0,2,0.0,150,50
341,Nathan Aké,53,DEF,Man City,0,0,128,,217,229,11.0,-2,1.7,0,2153,0.03,123,False,85,,0.05,0.19,239491,66,i,0.11,9,0.0,6.7,1,Aké,0.0,6,282,3,1.81,0,7.98,358,0.02,152.0,Hamstring injury - Unknown return date,0.08,0,0.0,0.0,2024-12-05T00:30:08.334401Z,298,0.91,0.8,16,0,87,2.41,0.0,0,0,0,115,44210,0,339,True,0,1.4,0.3,0,42.4,375,13.5,,116,353,1.8,39,0,2,0.3,146,55
342,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,4,0,33,,99,73,371.0,-2,8.1,0,15643,0.17,14,False,30,4.0,0.37,5.24,958711,36,a,2.38,51,,110.0,3,Bernardo,,22,104,14,1.54,0,21.26,92,0.2,173.0,,2.86,5,4.6,4.6,,1284,0.98,3.5,29,0,46,1.49,0.0,0,0,2,16,782863,1,28,True,0,3.6,0.21,4,269.2,18,460.5,,10,11,3.2,277,0,2,0.6,51,4069
343,Oscar Bobb,47,MID,Man City,0,0,292,,502,621,0.0,-3,0.0,0,120,0.0,293,False,192,,0.0,0.00,29142,267,i,0.00,0,0.0,0.0,0,Bobb,0.0,0,662,0,0.0,0,0.00,657,0.0,161.0,Leg injury - Unknown return date,0.00,0,0.0,0.0,2024-08-14T22:30:05.558994Z,0,0.0,0.1,219,0,295,0.0,0.0,0,0,0,290,2624,0,641,True,0,0.0,0.0,0,0.0,658,0.0,,295,654,0.0,0,0,3,0.0,337,41
344,Scott Carson,40,GKP,Man City,0,0,44,,365,410,0.0,0,0.0,0,286,0.0,44,False,53,,0.0,0.00,13948,37,a,0.00,0,,0.0,0,Carson,,0,493,0,0.0,0,0.00,488,0.0,241.0,,0.00,0,1.0,1.0,,0,0.0,0.2,41,0,44,0.0,0.0,0,0,0,9,12949,0,423,True,0,0.0,0.0,0,0.0,490,0.0,,19,464,0.0,0,0,0,0.0,593,203
345,Kevin De Bruyne,95,MID,Man City,2,0,66,1.0,76,42,176.0,0,4.4,0,21687,0.3,36,False,24,1.0,0.77,5.35,1374435,22,a,2.11,42,100.0,75.2,3,De Bruyne,100.0,8,41,7,1.15,0,7.35,176,0.47,21.0,,3.24,5,5.6,5.6,2024-09-18T23:00:07.299083Z,624,1.01,4.9,5,0,16,1.06,0.0,0,2,6,55,941119,2,88,True,0,4.6,0.43,3,184.0,58,393.7,4.0,16,19,4.2,189,0,0,0.5,6,9040
346,Jérémy Doku,62,MID,Man City,0,0,59,,155,72,215.0,-3,6.5,0,9350,0.1,56,False,44,,0.31,2.09,621621,35,a,0.69,40,100.0,62.3,3,Doku,100.0,7,89,7,1.03,0,6.91,157,0.21,21.0,,1.40,2,4.6,4.6,2024-11-13T14:30:08.065449Z,612,1.03,1.7,44,0,39,1.02,0.0,0,0,3,38,411589,2,62,True,0,3.6,0.44,2,199.4,91,207.4,,67,86,3.3,184,0,3,0.6,69,3888
347,Ederson Santana de Moraes,54,GKP,Man City,3,0,14,,66,349,0.0,-1,6.3,29,15233,0.0,14,False,11,,0.0,0.01,780225,26,a,0.00,34,,28.5,2,Ederson M.,,19,169,13,1.46,0,17.91,88,0.0,30.0,,0.01,2,1.4,1.4,,1170,1.0,6.3,3,0,27,1.38,2.23,0,0,1,71,560724,0,686,True,0,0.4,0.15,1,276.4,240,10.0,,8,376,2.6,128,0,1,0.1,128,2706
348,Phil Foden,91,MID,Man City,1,0,137,,90,274,146.0,-4,2.3,0,5606,0.2,62,False,27,3.0,0.59,4.65,2073169,144,a,1.57,21,100.0,56.1,1,Foden,100.0,13,273,7,1.63,0,15.74,296,0.39,241.0,,3.08,0,2.0,2.0,2024-12-05T00:30:08.366700Z,718,0.88,3.9,6,0,126,1.97,0.0,0,0,2,70,698964,0,108,True,0,1.0,0.13,1,81.8,105,331.7,,28,34,1.9,123,0,4,0.1,7,1937
349,Jack Grealish,64,MID,Man City,2,0,121,,346,231,161.0,-1,3.4,0,975,0.12,71,False,115,,0.35,1.86,46558,118,a,0.64,22,100.0,52.2,1,Grealish,100.0,7,284,5,1.32,0,8.60,271,0.23,241.0,,1.22,3,2.4,2.4,2024-10-24T16:00:07.517717Z,476,0.95,0.2,27,0,132,1.63,0.0,0,0,1,64,39728,0,99,True,0,1.4,0.19,1,103.6,120,257.3,,39,51,1.8,121,0,1,0.2,48,378
350,Joško Gvardiol,61,DEF,Man City,0,0,4,,13,111,246.0,1,10.5,0,54338,0.12,1,True,4,,0.25,3.54,3224563,26,a,1.69,64,100.0,97.3,3,Gvardiol,100.0,20,37,14,1.38,0,19.28,15,0.13,97.0,,1.85,7,3.8,3.8,2024-10-31T02:30:07.426838Z,1302,0.97,23.8,6,0,5,1.33,0.0,0,2,7,1,2446015,4,55,True,0,2.8,0.21,0,425.0,23,300.7,,8,42,4.3,249,0,-1,0.5,77,39503
351,Erling Haaland,149,FWD,Man City,2,0,1,3.0,4,77,915.0,-1,6.7,0,225673,0.81,1,True,1,,0.86,13.86,4532419,15,a,12.99,100,100.0,160.4,3,Haaland,100.0,23,5,16,1.44,0,23.64,5,0.05,161.0,,0.87,15,4.6,4.6,2024-09-13T15:00:06.985607Z,1439,1.0,37.7,1,0,1,1.48,0.0,0,3,2,1,2839858,13,1,True,0,3.6,0.19,1,533.4,4,153.0,1.0,13,129,6.2,445,0,1,0.2,1,8081
352,Julián Álvarez,70,FWD,Man City,0,0,75,,450,699,0.0,0,0.0,0,46,0.0,75,False,63,,0.0,0.00,29103,75,u,0.00,0,0.0,0.0,0,J.Alvarez,0.0,0,700,0,0.0,0,0.00,700,0.0,,Transferred to Atletico Madrid,0.00,0,0.0,0.0,2024-08-13T07:07:51.627006Z,0,0.0,0.1,12,0,75,0.0,0.0,0,0,0,75,0,0,700,False,0,0.0,0.0,0,0.0,700,0.0,,75,700,0.0,0,0,0,0.0,27,0
